order_id,user_id,order_ts,subtotal,discount,tax,shipping,total,status,coupon_code,utm_source,utm_campaign
24869,U003696,2025-08-17T21:36:27,267.92,42.42,22.1,10.44,258.04,fulfilled,VIP,tiktok,tiktok_campaign_3
24870,U003741,2025-08-17T00:36:03,781.77,73.65,64.5,5.44,778.06,fulfilled,SAVE10,tiktok,tiktok_campaign_3
24871,U004120,2025-08-17T16:10:00,510.96,48.53,42.15,6.93,511.51,placed,SAVE10,tiktok,tiktok_campaign_2
24872,U000230,2025-08-17T23:27:11,100.04,2.92,8.25,2.0,107.37,fulfilled,WELCOME,facebook,facebook_campaign_6
24873,U003508,2025-08-17T20:01:25,384.22,10.11,31.7,7.25,413.06,refunded,VIP,email,email_campaign_6
24874,U000968,2025-08-17T07:43:08,710.36,33.0,58.6,3.35,739.31,placed,SAVE10,google,google_campaign_5
24875,U002571,2025-08-17T03:17:26,360.67,35.33,29.76,3.86,358.96,fulfilled,WELCOME,google,google_campaign_4
24876,U003296,2025-08-17T17:46:23,519.28,79.83,42.84,2.11,484.4,placed,FREESHIP,affiliate,affiliate_campaign_5
24877,U002223,2025-08-17T06:06:28,774.72,73.76,63.91,7.72,772.59,placed,FREESHIP,google,google_campaign_4
24878,U002956,2025-08-17T16:15:39,490.17,13.05,40.44,2.69,520.25,fulfilled,VIP,affiliate,affiliate_campaign_3
24879,U002287,2025-08-17T12:40:56,385.93,18.72,31.84,11.01,410.06,fulfilled,SAVE10,tiktok,tiktok_campaign_6
24880,U003734,2025-08-17T04:15:53,759.49,128.44,62.66,7.75,701.46,fulfilled,VIP,facebook,facebook_campaign_3
24881,U000612,2025-08-17T05:51:37,490.3,68.71,40.45,1.67,463.71,fulfilled,VIP,affiliate,affiliate_campaign_2
24882,U000502,2025-08-17T20:32:29,87.54,13.73,7.22,6.87,87.9,fulfilled,VIP,google,google_campaign_3
24883,U004009,2025-08-17T01:00:46,551.26,29.88,45.48,1.92,568.78,refunded,SAVE10,google,google_campaign_6
24884,U002984,2025-08-17T08:35:57,196.7,5.47,16.23,6.5,213.96,fulfilled,FREESHIP,tiktok,tiktok_campaign_3
24885,U001468,2025-08-17T22:32:03,325.57,25.73,26.86,0.08,326.78,refunded,FREESHIP,affiliate,affiliate_campaign_3
24886,U002501,2025-08-17T12:56:25,742.34,119.43,61.24,8.82,692.97,refunded,SAVE10,facebook,facebook_campaign_2
24887,U001618,2025-08-17T17:12:58,73.71,2.28,6.08,8.02,85.53,placed,SAVE10,google,google_campaign_4
24888,U000882,2025-08-18T00:10:24,574.6,60.78,47.4,7.76,568.98,placed,WELCOME,tiktok,tiktok_campaign_6
24889,U001417,2025-08-17T12:42:13,291.44,51.82,24.04,9.36,273.02,placed,,affiliate,affiliate_campaign_1
24890,U004009,2025-08-17T16:57:02,104.06,1.16,8.58,6.64,118.12,fulfilled,FREESHIP,affiliate,affiliate_campaign_3
24891,U001972,2025-08-17T10:10:32,122.36,19.99,10.09,4.7,117.16,fulfilled,VIP,facebook,facebook_campaign_4
24892,U002137,2025-08-17T18:17:47,172.41,28.49,14.22,11.65,169.79,fulfilled,,tiktok,tiktok_campaign_2
24893,U000339,2025-08-17T20:56:04,358.82,62.42,29.6,0.6,326.6,placed,FREESHIP,affiliate,affiliate_campaign_6
24894,U001678,2025-08-17T20:21:11,168.42,5.31,13.89,8.2,185.2,fulfilled,WELCOME,google,google_campaign_5
24895,U003733,2025-08-17T14:54:24,521.59,8.13,43.03,11.35,567.84,fulfilled,WELCOME,facebook,facebook_campaign_6
24896,U003813,2025-08-17T21:19:45,280.91,40.4,23.18,4.13,267.82,fulfilled,FREESHIP,email,email_campaign_3
24897,U003478,2025-08-17T12:03:04,132.54,18.39,10.93,5.21,130.29,placed,WELCOME,google,google_campaign_1
24898,U004871,2025-08-17T11:26:34,370.21,10.09,30.54,11.9,402.56,fulfilled,WELCOME,email,email_campaign_6
24899,U002641,2025-08-17T11:55:36,203.9,29.58,16.82,7.7,198.84,fulfilled,VIP,facebook,facebook_campaign_3
24900,U002544,2025-08-17T01:29:55,740.82,12.16,61.12,5.19,794.97,fulfilled,WELCOME,facebook,facebook_campaign_1
24901,U003062,2025-08-17T19:20:46,197.94,9.82,16.33,5.24,209.69,fulfilled,WELCOME,facebook,facebook_campaign_1
24902,U004570,2025-08-17T10:41:11,682.46,121.28,56.3,8.29,625.77,fulfilled,FREESHIP,tiktok,tiktok_campaign_3
24903,U001944,2025-08-17T20:59:43,35.7,3.75,2.95,7.48,42.38,fulfilled,SAVE10,tiktok,tiktok_campaign_2
24904,U003243,2025-08-17T15:05:28,418.68,49.67,34.54,9.24,412.79,fulfilled,FREESHIP,email,email_campaign_5
24905,U003557,2025-08-17T15:30:30,195.22,7.98,16.11,2.7,206.05,fulfilled,,tiktok,tiktok_campaign_2
24906,U001813,2025-08-17T05:37:45,207.89,21.36,17.15,9.53,213.21,refunded,VIP,tiktok,tiktok_campaign_2
24907,U002891,2025-08-17T07:02:15,52.17,4.7,4.3,5.56,57.33,fulfilled,FREESHIP,tiktok,tiktok_campaign_3
24908,U000595,2025-08-17T08:34:45,267.92,31.6,22.1,1.97,260.39,fulfilled,WELCOME,facebook,facebook_campaign_2
24909,U002966,2025-08-17T17:43:19,228.24,30.68,18.83,5.39,221.78,fulfilled,VIP,tiktok,tiktok_campaign_5
24910,U001664,2025-08-17T12:35:39,325.6,35.01,26.86,4.08,321.53,placed,,facebook,facebook_campaign_4
24911,U002837,2025-08-17T14:18:44,751.68,7.49,62.01,4.72,810.92,fulfilled,,email,email_campaign_5
24912,U001709,2025-08-17T10:36:10,125.38,16.57,10.34,5.3,124.45,placed,FREESHIP,google,google_campaign_3
24913,U004300,2025-08-17T16:30:52,515.17,23.46,42.5,8.73,542.94,fulfilled,VIP,affiliate,affiliate_campaign_4
24914,U004573,2025-08-17T20:53:10,641.41,57.99,52.92,0.3,636.64,fulfilled,VIP,tiktok,tiktok_campaign_2
24915,U002776,2025-08-17T20:36:19,252.64,24.99,20.84,0.58,249.07,fulfilled,SAVE10,tiktok,tiktok_campaign_2
24916,U003113,2025-08-17T19:01:04,375.92,28.03,31.01,11.84,390.74,fulfilled,SAVE10,google,google_campaign_3
24917,U001193,2025-08-17T12:14:40,391.93,0.01,32.33,8.1,432.35,fulfilled,FREESHIP,facebook,facebook_campaign_4
24918,U002193,2025-08-17T16:40:09,355.8,37.6,29.35,0.91,348.46,fulfilled,,google,google_campaign_6
24919,U000291,2025-08-17T13:51:37,48.64,7.34,4.01,7.82,53.13,fulfilled,FREESHIP,affiliate,affiliate_campaign_2
24920,U000746,2025-08-17T05:27:50,367.6,51.69,30.33,0.55,346.79,placed,VIP,tiktok,tiktok_campaign_4
24921,U002603,2025-08-17T07:29:01,638.67,55.54,52.69,6.78,642.6,placed,VIP,tiktok,tiktok_campaign_1
24922,U001989,2025-08-17T04:15:58,857.15,111.81,70.71,3.79,819.84,fulfilled,WELCOME,tiktok,tiktok_campaign_5
24923,U004850,2025-08-17T21:09:34,396.04,2.67,32.67,6.72,432.76,fulfilled,FREESHIP,affiliate,affiliate_campaign_5
24924,U003441,2025-08-17T19:38:48,365.79,18.31,30.18,7.09,384.75,fulfilled,SAVE10,tiktok,tiktok_campaign_3
24925,U003495,2025-08-17T19:00:37,209.42,17.67,17.28,9.49,218.52,fulfilled,VIP,tiktok,tiktok_campaign_2
24926,U002887,2025-08-17T09:51:38,473.24,21.93,39.04,0.71,491.06,fulfilled,VIP,google,google_campaign_4
24927,U004718,2025-08-17T09:16:31,492.01,39.18,40.59,9.4,502.82,fulfilled,VIP,google,google_campaign_1
24928,U000140,2025-08-17T19:44:23,747.06,52.71,61.63,8.59,764.57,fulfilled,,facebook,facebook_campaign_1
24929,U000217,2025-08-17T17:12:09,98.97,4.5,8.17,4.96,107.6,placed,VIP,facebook,facebook_campaign_2
24930,U000223,2025-08-17T09:03:41,374.62,54.52,30.91,1.57,352.58,fulfilled,SAVE10,google,google_campaign_1
24931,U002031,2025-08-17T21:30:42,650.7,2.78,53.68,2.5,704.1,fulfilled,FREESHIP,email,email_campaign_5
24932,U001072,2025-08-17T23:37:11,111.36,13.94,9.19,4.78,111.39,fulfilled,SAVE10,facebook,facebook_campaign_3
24933,U003363,2025-08-17T04:53:02,363.63,30.55,30.0,10.3,373.38,fulfilled,VIP,affiliate,affiliate_campaign_2
24934,U002461,2025-08-17T12:38:35,88.1,0.44,7.27,1.46,96.39,placed,SAVE10,affiliate,affiliate_campaign_6
24935,U004809,2025-08-17T01:46:33,651.69,18.98,53.76,4.06,690.53,placed,FREESHIP,google,google_campaign_6
24936,U000619,2025-08-17T18:04:11,169.75,0.02,14.0,0.22,183.95,fulfilled,,affiliate,affiliate_campaign_1
24937,U000522,2025-08-17T02:48:22,190.4,30.59,15.71,1.83,177.35,fulfilled,FREESHIP,email,email_campaign_5
24938,U004910,2025-08-17T10:37:26,567.71,88.62,46.84,0.66,526.59,fulfilled,VIP,tiktok,tiktok_campaign_1
24939,U004031,2025-08-17T18:11:14,175.92,0.09,14.51,1.3,191.64,fulfilled,FREESHIP,affiliate,affiliate_campaign_6
24940,U004890,2025-08-17T11:35:50,1073.79,61.39,88.59,7.75,1108.74,fulfilled,SAVE10,affiliate,affiliate_campaign_5
24941,U001980,2025-08-17T22:03:11,1342.81,68.68,110.78,8.71,1393.62,placed,FREESHIP,affiliate,affiliate_campaign_5
24942,U001067,2025-08-17T03:09:24,576.3,21.36,47.54,9.03,611.51,fulfilled,,google,google_campaign_4
24943,U003375,2025-08-17T11:45:41,124.94,12.06,10.31,5.12,128.31,refunded,SAVE10,google,google_campaign_3
24944,U000598,2025-08-17T17:21:14,759.96,94.68,62.7,8.53,736.51,fulfilled,VIP,facebook,facebook_campaign_2
24945,U004731,2025-08-17T22:26:20,366.24,14.53,30.21,5.36,387.28,fulfilled,WELCOME,affiliate,affiliate_campaign_3
24946,U004155,2025-08-17T21:28:29,786.5,93.23,64.89,0.8,758.96,fulfilled,,google,google_campaign_6
24947,U002052,2025-08-17T13:12:55,342.97,44.82,28.3,10.26,336.71,placed,WELCOME,email,email_campaign_6
24948,U000044,2025-08-17T13:06:19,452.94,18.95,37.37,2.01,473.37,fulfilled,WELCOME,google,google_campaign_2
24949,U000584,2025-08-17T14:30:47,551.43,82.91,45.49,8.3,522.31,fulfilled,WELCOME,facebook,facebook_campaign_6
24950,U004371,2025-08-18T00:04:35,189.31,26.35,15.62,6.08,184.66,placed,VIP,facebook,facebook_campaign_4
24951,U004593,2025-08-17T16:03:59,223.83,27.5,18.47,5.85,220.65,fulfilled,FREESHIP,facebook,facebook_campaign_5
24952,U004566,2025-08-17T23:24:39,610.6,86.8,50.37,8.28,582.45,fulfilled,FREESHIP,facebook,facebook_campaign_4
24953,U001019,2025-08-17T11:08:20,78.19,4.97,6.45,7.89,87.56,fulfilled,,tiktok,tiktok_campaign_4
24954,U000080,2025-08-17T05:25:18,140.04,21.97,11.55,0.3,129.92,fulfilled,,affiliate,affiliate_campaign_1
24955,U002728,2025-08-17T11:35:36,850.76,21.62,70.19,1.22,900.55,fulfilled,WELCOME,google,google_campaign_2
24956,U001575,2025-08-17T08:28:59,200.04,5.54,16.5,6.05,217.05,fulfilled,VIP,tiktok,tiktok_campaign_1
24957,U003664,2025-08-17T15:36:54,185.22,22.57,15.28,8.38,186.31,fulfilled,WELCOME,facebook,facebook_campaign_5
24958,U002873,2025-08-17T16:48:50,222.31,17.02,18.34,5.65,229.28,fulfilled,VIP,tiktok,tiktok_campaign_3
24959,U000258,2025-08-17T16:58:53,911.89,93.35,75.23,11.75,905.52,fulfilled,WELCOME,google,google_campaign_6
24960,U001698,2025-08-17T11:17:24,394.6,14.6,32.55,1.21,413.76,fulfilled,FREESHIP,tiktok,tiktok_campaign_6
24961,U004455,2025-08-17T11:07:03,83.2,11.88,6.86,9.27,87.45,placed,FREESHIP,google,google_campaign_4
24962,U001400,2025-08-17T17:03:16,539.53,12.15,44.51,10.04,581.93,fulfilled,WELCOME,affiliate,affiliate_campaign_6
24963,U004299,2025-08-17T12:48:37,402.03,24.57,33.17,6.15,416.78,fulfilled,SAVE10,google,google_campaign_5
24964,U002356,2025-08-17T12:56:15,575.97,77.65,47.52,4.83,550.67,fulfilled,FREESHIP,affiliate,affiliate_campaign_5
24965,U002557,2025-08-17T06:56:36,125.4,17.06,10.35,2.22,120.91,refunded,FREESHIP,email,email_campaign_3
24966,U001860,2025-08-17T14:07:19,29.27,1.86,2.41,6.89,36.71,fulfilled,,tiktok,tiktok_campaign_2
24967,U002060,2025-08-17T12:40:16,341.89,46.32,28.21,7.84,331.62,refunded,SAVE10,google,google_campaign_6
24968,U000406,2025-08-17T16:58:59,448.73,12.97,37.02,8.51,481.29,fulfilled,,tiktok,tiktok_campaign_6
24969,U004887,2025-08-17T14:18:13,826.78,122.63,68.21,9.76,782.12,refunded,,facebook,facebook_campaign_2
24970,U000391,2025-08-17T21:31:47,1023.91,35.06,84.47,3.89,1077.21,refunded,SAVE10,tiktok,tiktok_campaign_5
24971,U001124,2025-08-17T03:05:52,596.89,14.29,49.24,2.68,634.52,placed,,facebook,facebook_campaign_1
24972,U003642,2025-08-17T04:22:40,1242.66,155.54,102.52,12.0,1201.64,fulfilled,SAVE10,affiliate,affiliate_campaign_5
24973,U002726,2025-08-17T03:45:44,293.72,43.8,24.23,5.48,279.63,placed,,tiktok,tiktok_campaign_1
24974,U004744,2025-08-17T18:16:36,439.68,6.1,36.27,3.93,473.78,refunded,SAVE10,tiktok,tiktok_campaign_2
24975,U001474,2025-08-17T02:07:58,184.08,13.81,15.19,0.31,185.77,placed,,google,google_campaign_6
24976,U003631,2025-08-17T12:51:35,281.41,11.7,23.22,4.14,297.07,placed,SAVE10,google,google_campaign_4
24977,U000680,2025-08-17T20:58:56,461.39,35.49,38.06,3.94,467.9,placed,,facebook,facebook_campaign_6
24978,U004992,2025-08-17T23:23:39,942.05,38.14,77.72,8.67,990.3,fulfilled,SAVE10,email,email_campaign_4
24979,U000561,2025-08-17T02:56:30,110.62,10.45,9.13,1.4,110.7,fulfilled,WELCOME,facebook,facebook_campaign_4
24980,U004956,2025-08-17T03:55:39,516.98,64.1,42.65,1.64,497.17,placed,WELCOME,tiktok,tiktok_campaign_1
24981,U003854,2025-08-18T00:37:23,573.07,32.12,47.28,4.64,592.87,placed,FREESHIP,facebook,facebook_campaign_1
24982,U002361,2025-08-17T01:13:22,208.08,16.55,17.17,9.78,218.48,fulfilled,VIP,affiliate,affiliate_campaign_1
24983,U001848,2025-08-17T15:24:06,217.98,9.75,17.98,2.24,228.45,fulfilled,,tiktok,tiktok_campaign_5
24984,U004436,2025-08-17T11:56:04,424.66,42.86,35.03,5.26,422.09,fulfilled,,affiliate,affiliate_campaign_1
24985,U000282,2025-08-17T07:37:16,721.2,15.7,59.5,2.31,767.31,fulfilled,WELCOME,email,email_campaign_5
24986,U004249,2025-08-17T08:07:52,579.05,13.06,47.77,1.52,615.28,fulfilled,FREESHIP,google,google_campaign_6
24987,U002879,2025-08-17T13:18:42,641.88,11.66,52.96,0.86,684.04,fulfilled,WELCOME,tiktok,tiktok_campaign_6
24988,U000981,2025-08-17T12:52:54,112.7,1.49,9.3,3.12,123.63,fulfilled,,email,email_campaign_5
24989,U001650,2025-08-17T06:50:06,159.54,17.99,13.16,4.93,159.64,fulfilled,FREESHIP,affiliate,affiliate_campaign_4
24990,U002617,2025-08-17T17:34:11,211.08,19.5,17.41,2.66,211.65,fulfilled,,google,google_campaign_6
24991,U004906,2025-08-17T18:56:18,344.24,0.17,28.4,4.55,377.02,fulfilled,VIP,facebook,facebook_campaign_2
24992,U004394,2025-08-17T05:07:19,204.45,23.17,16.87,8.34,206.49,fulfilled,SAVE10,email,email_campaign_2
24993,U001666,2025-08-17T02:00:01,60.98,1.4,5.03,0.98,65.59,refunded,SAVE10,tiktok,tiktok_campaign_2
24994,U004038,2025-08-17T16:05:25,114.91,4.45,9.48,9.36,129.3,fulfilled,WELCOME,facebook,facebook_campaign_1
24995,U003654,2025-08-17T21:37:15,341.59,23.68,28.18,6.39,352.48,fulfilled,FREESHIP,affiliate,affiliate_campaign_5
24996,U004538,2025-08-17T21:54:19,548.58,73.14,45.26,2.34,523.04,fulfilled,SAVE10,tiktok,tiktok_campaign_3
24997,U000098,2025-08-17T20:18:11,1212.33,45.59,100.02,5.0,1271.76,placed,WELCOME,email,email_campaign_6
24998,U003398,2025-08-17T19:43:07,368.72,13.69,30.42,8.1,393.55,fulfilled,SAVE10,facebook,facebook_campaign_4
24999,U002443,2025-08-17T12:10:37,76.52,2.45,6.31,2.96,83.34,fulfilled,FREESHIP,google,google_campaign_3
25000,U002958,2025-08-17T22:26:04,94.88,1.05,7.83,7.99,109.65,fulfilled,SAVE10,email,email_campaign_4
25001,U003604,2025-08-17T17:58:10,49.92,7.95,4.12,7.1,53.19,fulfilled,FREESHIP,email,email_campaign_1
25002,U002973,2025-08-17T08:38:27,680.19,91.69,56.12,11.76,656.38,fulfilled,FREESHIP,google,google_campaign_1
25003,U002917,2025-08-17T04:40:51,438.95,6.76,36.21,8.5,476.9,fulfilled,FREESHIP,tiktok,tiktok_campaign_2
25004,U001664,2025-08-17T13:26:26,193.47,17.6,15.96,9.88,201.71,refunded,SAVE10,google,google_campaign_3
25005,U004095,2025-08-17T21:43:51,354.97,52.99,29.29,10.05,341.32,fulfilled,WELCOME,tiktok,tiktok_campaign_2
25006,U001546,2025-08-17T22:32:59,503.94,8.92,41.58,1.21,537.81,fulfilled,,email,email_campaign_6
25007,U000283,2025-08-17T23:03:36,281.44,5.65,23.22,1.58,300.59,fulfilled,WELCOME,tiktok,tiktok_campaign_2
25008,U000393,2025-08-17T14:36:05,288.01,27.55,23.76,3.29,287.51,fulfilled,VIP,google,google_campaign_1
25009,U001271,2025-08-17T17:14:21,82.74,11.25,6.83,9.04,87.36,fulfilled,WELCOME,affiliate,affiliate_campaign_4
25010,U004808,2025-08-17T19:22:31,39.86,4.29,3.29,4.29,43.15,fulfilled,VIP,tiktok,tiktok_campaign_6
25011,U000630,2025-08-17T02:21:32,430.96,54.51,35.55,5.02,417.02,fulfilled,SAVE10,email,email_campaign_3
25012,U004525,2025-08-17T06:04:52,469.98,1.13,38.77,10.75,518.37,fulfilled,SAVE10,tiktok,tiktok_campaign_1
25013,U002914,2025-08-17T08:13:31,659.49,102.7,54.41,4.79,615.99,fulfilled,FREESHIP,tiktok,tiktok_campaign_3
25014,U001094,2025-08-17T09:17:27,898.19,145.87,74.1,3.78,830.2,refunded,SAVE10,affiliate,affiliate_campaign_5
25015,U003305,2025-08-17T13:42:52,721.19,89.44,59.5,10.95,702.2,refunded,SAVE10,email,email_campaign_6
25016,U000109,2025-08-17T09:30:59,141.57,24.98,11.68,1.32,129.59,fulfilled,WELCOME,facebook,facebook_campaign_1
25017,U000460,2025-08-17T22:33:49,619.37,9.18,51.1,1.19,662.48,fulfilled,WELCOME,tiktok,tiktok_campaign_5
25018,U004593,2025-08-17T20:17:04,1010.68,93.36,83.38,10.66,1011.36,fulfilled,,affiliate,affiliate_campaign_3
25019,U004290,2025-08-17T00:42:35,287.88,0.87,23.75,2.55,313.31,placed,SAVE10,email,email_campaign_4
25020,U001105,2025-08-17T09:24:49,299.61,49.93,24.72,11.17,285.57,fulfilled,SAVE10,google,google_campaign_1
25021,U002456,2025-08-17T10:59:30,122.24,13.52,10.08,11.27,130.07,fulfilled,SAVE10,tiktok,tiktok_campaign_2
25022,U000779,2025-08-17T16:33:01,225.82,38.02,18.63,7.16,213.59,fulfilled,SAVE10,facebook,facebook_campaign_3
25023,U000336,2025-08-17T02:23:14,135.53,24.21,11.18,2.56,125.06,fulfilled,VIP,email,email_campaign_4
25024,U004905,2025-08-17T01:46:53,213.53,36.84,17.62,5.98,200.29,fulfilled,WELCOME,tiktok,tiktok_campaign_1
25025,U002416,2025-08-17T08:35:31,162.64,0.02,13.42,1.2,177.24,fulfilled,VIP,email,email_campaign_5
25026,U003347,2025-08-17T02:45:22,242.23,11.63,19.98,7.74,258.32,fulfilled,FREESHIP,email,email_campaign_3
25027,U001808,2025-08-17T01:35:51,166.32,20.35,13.72,4.81,164.5,fulfilled,FREESHIP,google,google_campaign_5
25028,U001072,2025-08-17T15:50:41,101.9,1.39,8.41,10.29,119.21,fulfilled,SAVE10,tiktok,tiktok_campaign_6
25029,U002112,2025-08-17T18:55:59,201.62,22.45,16.63,1.52,197.32,fulfilled,FREESHIP,facebook,facebook_campaign_6
25030,U002772,2025-08-17T20:58:23,151.03,20.01,12.46,9.47,152.95,fulfilled,SAVE10,affiliate,affiliate_campaign_5
25031,U003000,2025-08-17T13:28:19,70.59,4.68,5.82,3.66,75.39,fulfilled,FREESHIP,facebook,facebook_campaign_5
25032,U000021,2025-08-17T21:04:38,102.56,12.62,8.46,2.39,100.79,fulfilled,WELCOME,google,google_campaign_6
25033,U002952,2025-08-17T23:17:15,318.94,50.68,26.31,7.83,302.4,fulfilled,SAVE10,tiktok,tiktok_campaign_4
25034,U004701,2025-08-17T11:11:37,433.59,30.15,35.77,3.99,443.2,fulfilled,SAVE10,facebook,facebook_campaign_3
25035,U001788,2025-08-17T18:04:07,217.18,21.39,17.92,3.49,217.2,fulfilled,,facebook,facebook_campaign_4
25036,U001428,2025-08-17T23:54:31,107.1,1.61,8.84,9.58,123.91,refunded,SAVE10,tiktok,tiktok_campaign_2
25037,U000278,2025-08-17T16:14:39,351.9,2.03,29.03,2.85,381.75,fulfilled,,email,email_campaign_2
25038,U001572,2025-08-17T18:50:40,465.6,10.72,38.41,11.23,504.52,fulfilled,VIP,facebook,facebook_campaign_5
25039,U004183,2025-08-17T12:20:20,766.1,80.76,63.2,3.75,752.29,fulfilled,WELCOME,email,email_campaign_6
25040,U004365,2025-08-17T18:59:38,161.7,26.96,13.34,2.51,150.59,fulfilled,SAVE10,email,email_campaign_1
25041,U000835,2025-08-17T03:40:37,299.09,1.17,24.67,3.53,326.12,fulfilled,SAVE10,email,email_campaign_1
25042,U004321,2025-08-17T14:55:25,421.47,67.13,34.77,7.22,396.33,fulfilled,SAVE10,facebook,facebook_campaign_4
25043,U002344,2025-08-17T21:25:04,104.34,3.24,8.61,2.94,112.65,fulfilled,WELCOME,tiktok,tiktok_campaign_2
25044,U004731,2025-08-17T18:44:11,332.34,38.75,27.42,1.58,322.59,refunded,SAVE10,tiktok,tiktok_campaign_5
25045,U002519,2025-08-17T12:33:32,244.28,2.61,20.15,8.35,270.17,fulfilled,FREESHIP,tiktok,tiktok_campaign_6
25046,U001859,2025-08-17T03:22:46,438.75,5.7,36.2,9.88,479.13,placed,SAVE10,tiktok,tiktok_campaign_3
25047,U001623,2025-08-17T05:45:05,78.04,10.86,6.44,11.06,84.68,fulfilled,SAVE10,facebook,facebook_campaign_1
25048,U004244,2025-08-18T00:06:36,103.48,11.27,8.54,0.25,101.0,fulfilled,WELCOME,email,email_campaign_3
25049,U004194,2025-08-17T10:13:54,419.02,15.84,34.57,7.0,444.75,fulfilled,WELCOME,email,email_campaign_5
25050,U001472,2025-08-17T22:00:00,184.08,33.09,15.19,9.6,175.78,placed,SAVE10,email,email_campaign_5
25051,U003798,2025-08-17T02:39:54,641.7,79.03,52.94,4.99,620.6,placed,SAVE10,affiliate,affiliate_campaign_3
25052,U001193,2025-08-17T10:04:58,229.41,15.03,18.93,6.17,239.48,fulfilled,,google,google_campaign_5
25053,U003038,2025-08-17T22:56:24,90.27,15.9,7.45,11.28,93.1,fulfilled,,tiktok,tiktok_campaign_2
25054,U004130,2025-08-17T12:30:08,110.62,19.87,9.13,11.08,110.96,fulfilled,FREESHIP,email,email_campaign_2
25055,U003942,2025-08-17T05:43:51,451.62,45.75,37.26,5.72,448.85,fulfilled,WELCOME,email,email_campaign_6
25056,U004681,2025-08-17T14:08:49,1124.65,151.77,92.78,1.04,1066.7,fulfilled,SAVE10,tiktok,tiktok_campaign_1
25057,U003883,2025-08-17T05:53:14,116.6,12.7,9.62,4.44,117.96,placed,FREESHIP,google,google_campaign_6
25058,U000816,2025-08-17T01:05:37,320.63,47.76,26.45,6.62,305.94,fulfilled,WELCOME,affiliate,affiliate_campaign_4
25059,U003363,2025-08-17T22:02:55,721.38,114.21,59.51,3.89,670.57,fulfilled,WELCOME,google,google_campaign_2
25060,U001294,2025-08-17T06:42:16,63.02,3.86,5.2,2.73,67.09,fulfilled,SAVE10,affiliate,affiliate_campaign_4
25061,U003872,2025-08-17T04:44:13,255.07,24.82,21.04,11.88,263.17,refunded,WELCOME,tiktok,tiktok_campaign_2
25062,U003353,2025-08-17T12:19:12,226.68,24.64,18.7,3.76,224.5,fulfilled,SAVE10,affiliate,affiliate_campaign_6
25063,U000816,2025-08-17T23:57:52,187.58,12.13,15.48,10.19,201.12,placed,VIP,affiliate,affiliate_campaign_2
25064,U000809,2025-08-17T04:41:50,60.88,7.65,5.02,10.82,69.07,fulfilled,SAVE10,facebook,facebook_campaign_6
25065,U001415,2025-08-17T22:34:57,894.23,151.28,73.77,9.4,826.12,fulfilled,WELCOME,email,email_campaign_3
25066,U003501,2025-08-17T19:44:16,375.95,12.31,31.02,4.54,399.2,fulfilled,SAVE10,affiliate,affiliate_campaign_3
25067,U001917,2025-08-17T20:16:16,373.35,27.33,30.8,10.81,387.63,fulfilled,,facebook,facebook_campaign_6
25068,U005000,2025-08-17T04:15:13,584.05,68.86,48.18,11.92,575.29,fulfilled,SAVE10,email,email_campaign_2
25069,U004800,2025-08-17T02:53:00,339.81,14.38,28.03,2.32,355.78,refunded,WELCOME,tiktok,tiktok_campaign_2
25070,U001000,2025-08-17T07:06:33,703.71,65.6,58.06,3.41,699.58,refunded,WELCOME,tiktok,tiktok_campaign_1
25071,U001460,2025-08-17T10:50:30,24.96,2.17,2.06,7.19,32.04,refunded,VIP,google,google_campaign_4
25072,U003432,2025-08-17T19:10:08,478.61,20.3,39.49,0.92,498.72,placed,,email,email_campaign_4
25073,U002564,2025-08-17T18:36:59,761.47,70.36,62.82,5.94,759.87,fulfilled,FREESHIP,tiktok,tiktok_campaign_5
25074,U001947,2025-08-17T19:27:26,266.75,9.95,22.01,6.99,285.8,fulfilled,SAVE10,email,email_campaign_4
25075,U002135,2025-08-17T09:09:01,560.08,31.47,46.21,4.12,578.94,fulfilled,SAVE10,email,email_campaign_3
25076,U003761,2025-08-17T20:47:44,200.84,16.11,16.57,4.9,206.2,fulfilled,VIP,tiktok,tiktok_campaign_6
25077,U003657,2025-08-17T03:46:03,223.59,10.26,18.45,5.29,237.07,fulfilled,,facebook,facebook_campaign_2
25078,U003211,2025-08-17T03:31:05,455.32,4.94,37.56,3.59,491.53,fulfilled,SAVE10,email,email_campaign_4
25079,U003949,2025-08-17T06:45:53,378.51,19.4,31.23,7.05,397.39,fulfilled,VIP,email,email_campaign_2
25080,U001349,2025-08-17T23:00:40,375.42,7.66,30.97,0.69,399.42,fulfilled,WELCOME,affiliate,affiliate_campaign_3
25081,U004330,2025-08-17T01:47:00,552.09,34.8,45.55,6.14,568.98,placed,SAVE10,tiktok,tiktok_campaign_3
25082,U001040,2025-08-17T00:55:10,283.84,48.72,23.42,5.27,263.81,fulfilled,FREESHIP,google,google_campaign_6
25083,U004236,2025-08-17T08:19:38,200.35,4.29,16.53,10.7,223.29,fulfilled,SAVE10,facebook,facebook_campaign_4
25084,U004353,2025-08-17T07:31:30,458.71,27.83,37.84,11.94,480.66,fulfilled,WELCOME,google,google_campaign_1
25085,U001898,2025-08-17T16:34:57,372.96,0.41,30.77,8.94,412.26,fulfilled,SAVE10,affiliate,affiliate_campaign_6
25086,U004969,2025-08-17T12:49:14,333.21,20.3,27.49,7.26,347.66,fulfilled,,google,google_campaign_2
